Employee_ID,Name,Age,Department,Salary ($),Join_Date,Performance_Score,Promoted,Work_Location,Employment_Type
10154,Mason,30,Marketing,122694,2005-04-09,1,No,Hybrid,Part-time
10155,Olivia,37,Marketing,134600,2003-09-02,6,No,Remote,Part-time
10156,Emma,57,Sales,188679,2003-12-17,4,No,Office,Part-time
10157,Alice,54,Finance,188369,2005-10-27,1,Yes,Office,Part-time
10158,Charlie,52,HR,127256,2012-11-18,8,No,Remote,Contract
10159,Aiden,27,Marketing,80593,2006-08-12,8,Yes,Hybrid,Part-time
10160,Mason,31,Finance,199509,2003-09-11,4,No,Office,Full-time
10161,Sophia,37,Marketing,145738,2011-02-20,7,No,Office,Full-time
10162,Mason,25,Finance,99434,2013-12-14,3,No,Remote,Full-time
10163,Olivia,43,Finance,125172,2003-07-05,8,No,Office,Contract
10164,David,34,Marketing,100691,2006-07-06,7,No,Office,Full-time
10165,Alice,37,Engineering,181011,2013-07-23,5,No,Hybrid,Part-time
10166,Alice,50,IT,112024,2006-10-30,5,Yes,Hybrid,Contract
10167,Aiden,27,Finance,169999,2014-06-20,9,No,Hybrid,Contract
10168,David,47,Engineering,172829,2010-12-13,6,Yes,Office,Part-time
10169,Liam,32,HR,170136,2023-09-12,6,Yes,Hybrid,Full-time
10170,Bob,45,Engineering,152772,2020-09-19,2,No,Remote,Part-time
10171,Charlie,50,Marketing,175329,2008-12-23,5,No,Hybrid,Full-time
10172,Alice,24,Engineering,95829,2006-04-23,4,Yes,Hybrid,Full-time
10173,Emma,31,IT,49492,2014-05-22,10,No,Office,Full-time
10174,Alice,22,Marketing,173217,2022-08-15,3,No,Hybrid,Full-time
10175,Mason,64,Sales,114688,2012-01-18,9,No,Remote,Full-time
10176,Alice,47,HR,51653,2018-04-27,7,No,Hybrid,Part-time
10177,Alice,33,Sales,49603,2019-10-25,4,No,Hybrid,Contract
10178,Bob,35,Engineering,57071,2005-02-08,9,No,Remote,Contract
10179,Bob,46,Finance,157665,2006-03-15,9,No,Remote,Contract
10180,Sophia,29,Engineering,150845,2010-09-10,7,No,Hybrid,Part-time
10181,Liam,64,Finance,64649,2021-01-27,5,No,Office,Part-time
10182,Emma,25,Sales,173976,2005-04-04,9,No,Remote,Contract
10183,Alice,49,Sales,77820,2005-10-02,7,No,Remote,Full-time
10184,Alice,28,Finance,164807,2016-10-10,9,No,Office,Contract
10185,Charlie,31,IT,113097,2021-08-21,3,No,Remote,Contract
10186,Bob,57,HR,154363,2004-03-19,9,No,Remote,Full-time
10187,Emma,23,Marketing,94835,2015-07-11,1,No,Office,Full-time
10188,Aiden,47,Sales,89013,2012-06-05,5,No,Hybrid,Full-time
10189,Sophia,35,HR,173031,2009-09-24,2,No,Office,Part-time
10190,Liam,37,Marketing,36001,2008-03-14,1,No,Hybrid,Full-time
10191,David,64,Engineering,195705,2019-11-03,3,No,Remote,Contract
10192,Liam,63,Marketing,140190,2016-12-16,7,No,Remote,Contract
10193,Mason,38,Sales,103522,2009-06-29,3,No,Hybrid,Contract
10194,Alice,43,IT,136769,2013-02-12,10,No,Office,Contract
10195,Sophia,25,IT,50865,2020-08-23,10,No,Remote,Full-time
10196,Mason,40,HR,117388,2013-08-02,9,No,Office,Part-time
10197,Emma,23,Engineering,197466,2007-07-24,3,No,Hybrid,Contract
10198,David,60,HR,69995,2006-05-04,6,No,Hybrid,Full-time
10199,Bob,30,Finance,152787,2019-05-31,2,Yes,Hybrid,Full-time
10200,Sophia,40,IT,103945,2009-01-09,8,No,Office,Part-time
10201,Sophia,37,HR,140917,2005-03-22,10,No,Office,Part-time
10202,Alice,46,Finance,64830,2007-01-21,5,No,Hybrid,Full-time
10203,Olivia,39,Engineering,109979,2003-12-01,2,No,Remote,Contract
10204,Sophia,44,Marketing,196615,2020-10-01,7,Yes,Hybrid,Contract
10205,Charlie,42,HR,63198,2021-07-30,3,No,Remote,Part-time
10206,David,32,Finance,138195,2018-02-02,5,No,Remote,Full-time
10207,David,60,IT,127851,2018-06-30,9,No,Remote,Contract
10208,Charlie,62,Marketing,126058,2022-11-02,1,No,Office,Full-time
10209,Aiden,25,HR,134570,2019-02-13,2,No,Remote,Full-time
10210,Charlie,46,IT,115380,2007-03-21,5,No,Remote,Contract
10211,Charlie,53,Marketing,32878,2011-12-02,4,No,Hybrid,Contract
10212,David,51,Sales,183016,2020-11-15,1,No,Remote,Contract
10213,Liam,47,IT,170586,2020-11-15,7,No,Remote,Part-time
10214,David,57,Sales,59608,2003-11-02,9,No,Hybrid,Part-time
10215,Olivia,55,Engineering,100256,2013-06-04,1,Yes,Office,Full-time
10216,Alice,30,HR,160993,2004-04-17,8,Yes,Remote,Contract
10217,Mason,33,Finance,196610,2017-01-12,9,Yes,Office,Contract
10218,Liam,23,HR,191693,2009-09-12,2,No,Hybrid,Full-time
10219,Bob,59,IT,182891,2015-12-19,1,No,Office,Contract
10220,Mason,26,Sales,56923,2004-11-28,6,No,Remote,Contract
10221,Alice,26,Sales,185460,2003-08-28,7,No,Office,Contract
10222,Olivia,43,Marketing,179335,2015-10-01,2,No,Office,Part-time
10223,Olivia,26,HR,94081,2015-04-08,5,No,Hybrid,Full-time
10224,Bob,25,HR,97068,2006-04-14,5,No,Hybrid,Contract
10225,Liam,30,IT,108184,2009-01-18,7,No,Hybrid,Part-time
10226,Aiden,50,Sales,141549,2017-10-13,1,No,Hybrid,Part-time
10227,Charlie,43,IT,74342,2019-03-14,10,Yes,Hybrid,Full-time
10228,Liam,48,IT,33901,2008-06-30,8,No,Hybrid,Contract
10229,Aiden,31,Engineering,54009,2024-01-22,5,No,Hybrid,Part-time
10230,Olivia,37,Sales,104819,2009-01-07,3,Yes,Hybrid,Part-time
10231,David,63,IT,77940,2018-09-07,9,No,Office,Full-time
10232,Alice,63,Sales,159967,2018-04-28,3,No,Hybrid,Part-time
10233,Bob,31,IT,48137,2022-11-29,7,Yes,Office,Contract
10234,Alice,27,Finance,185969,2010-06-01,10,No,Remote,Part-time
10235,Emma,26,IT,182205,2006-10-15,7,No,Hybrid,Part-time
10236,Emma,27,IT,184488,2017-10-01,10,No,Remote,Contract
10237,Liam,46,Finance,155733,2020-03-10,8,No,Hybrid,Part-time
10238,Olivia,25,HR,48189,2003-04-21,10,No,Remote,Full-time
10239,Olivia,61,Sales,104483,2023-06-28,8,No,Office,Part-time
10240,Charlie,53,Marketing,52338,2004-02-08,4,No,Hybrid,Full-time
10241,Charlie,56,Finance,197908,2009-02-18,1,No,Office,Full-time
10242,Charlie,31,HR,86616,2005-09-08,4,No,Remote,Contract
10243,David,55,IT,129506,2020-08-18,6,No,Office,Full-time
10244,Mason,57,Engineering,162496,2013-07-31,10,No,Hybrid,Part-time
10245,Sophia,27,HR,186504,2019-05-31,6,Yes,Office,Contract
10246,Mason,64,Finance,158443,2010-08-22,6,No,Office,Full-time
10247,Alice,37,Engineering,144665,2006-04-04,7,No,Remote,Full-time
10248,Mason,40,IT,109216,2024-02-15,1,No,Remote,Full-time
10249,David,55,HR,132918,2005-07-27,10,No,Hybrid,Part-time
10250,Alice,46,Marketing,46007,2008-07-27,1,Yes,Remote,Part-time
10251,Mason,52,Sales,180266,2019-08-30,7,No,Office,Full-time
10252,David,62,Sales,122442,2007-01-27,4,Yes,Remote,Contract
10253,Sophia,38,Finance,36822,2012-04-09,6,Yes,Hybrid,Part-time
10254,Mason,51,IT,186383,2003-06-24,6,No,Remote,Contract
10255,David,60,IT,113181,2011-08-10,9,No,Hybrid,Part-time
10256,Charlie,52,Sales,177660,2011-12-17,2,No,Hybrid,Contract
10257,Olivia,40,HR,175670,2014-09-28,4,No,Office,Contract
10258,Charlie,56,IT,168677,2016-12-16,4,Yes,Office,Full-time
10259,Olivia,50,Marketing,40438,2008-01-08,7,No,Office,Full-time
10260,Bob,22,Marketing,72001,2022-02-06,1,No,Hybrid,Full-time
10261,Bob,25,IT,178843,2003-07-09,5,No,Remote,Full-time
10262,Bob,49,IT,182828,2015-11-14,4,Yes,Remote,Contract
10263,Sophia,39,Sales,107871,2012-02-26,2,No,Hybrid,Full-time
10264,Charlie,47,Finance,104807,2018-12-27,5,No,Hybrid,Part-time
10265,Olivia,61,Sales,59773,2022-02-15,9,No,Remote,Full-time
10266,David,40,Finance,194629,2020-03-02,8,Yes,Remote,Full-time
10267,Alice,27,Marketing,66233,2020-10-07,9,No,Hybrid,Part-time
10268,David,22,Finance,62459,2016-07-08,7,No,Remote,Full-time
10269,Alice,29,Sales,142323,2016-05-15,10,No,Remote,Full-time
10270,Emma,54,IT,71283,2019-12-18,7,No,Hybrid,Full-time
10271,David,64,Finance,189591,2005-09-02,2,No,Hybrid,Part-time
10272,Mason,42,Sales,31854,2004-08-10,3,No,Office,Part-time
10273,Mason,45,Marketing,30978,2014-05-18,10,No,Office,Full-time
10274,Liam,46,Engineering,115829,2019-08-07,8,Yes,Remote,Part-time
10275,Charlie,64,Finance,112970,2017-01-08,2,Yes,Hybrid,Contract
10276,Alice,40,Marketing,57771,2013-02-10,7,No,Remote,Part-time
10277,Alice,50,Marketing,114068,2019-05-23,6,Yes,Hybrid,Full-time
10278,Charlie,31,HR,99982,2020-09-20,10,No,Remote,Part-time
10279,Sophia,33,Engineering,181356,2004-08-30,4,Yes,Remote,Full-time
10280,Liam,54,Finance,31573,2023-08-02,4,No,Hybrid,Contract
10281,Sophia,28,Sales,195965,2006-06-29,3,No,Office,Contract
10282,Sophia,38,Finance,136146,2019-09-20,6,No,Office,Full-time
10283,Sophia,31,Finance,55813,2016-05-12,3,No,Hybrid,Part-time
10284,Charlie,52,Engineering,37949,2012-06-29,9,No,Remote,Contract
10285,Sophia,27,Marketing,121477,2012-11-14,4,No,Remote,Full-time
10286,Mason,38,Marketing,69931,2005-06-24,4,No,Remote,Full-time
10287,Bob,58,Marketing,81198,2009-11-06,2,Yes,Hybrid,Contract
10288,Emma,39,Marketing,71672,2023-06-23,2,Yes,Office,Full-time
10289,Alice,47,Engineering,140529,2005-10-11,7,Yes,Hybrid,Contract
10290,Alice,37,Sales,124099,2021-08-03,5,No,Office,Contract
10291,Emma,29,IT,43255,2018-10-29,3,No,Office,Part-time
10292,Charlie,45,HR,119509,2023-09-13,6,Yes,Hybrid,Full-time
10293,David,34,Marketing,164502,2015-07-13,6,No,Office,Contract
10294,Charlie,50,Marketing,43803,2018-09-21,1,Yes,Office,Contract
10295,Alice,53,HR,181255,2008-09-21,3,No,Office,Part-time
10296,Alice,45,Marketing,128312,2010-12-29,5,No,Remote,Contract
10297,Emma,37,IT,191606,2017-07-05,7,No,Hybrid,Part-time
10298,Sophia,32,Finance,55184,2007-11-21,4,No,Remote,Contract
10299,Charlie,53,HR,198906,2010-09-14,8,No,Hybrid,Full-time
10300,Olivia,27,Sales,139526,2011-07-27,3,No,Remote,Full-time
10301,Emma,56,HR,126474,2021-04-21,6,Yes,Office,Full-time
10302,Mason,54,IT,117597,2010-11-07,6,No,Remote,Part-time
10303,Alice,39,Engineering,34021,2010-04-06,9,No,Remote,Full-time
10304,Emma,58,Sales,189738,2016-03-14,4,No,Hybrid,Part-time
10305,Charlie,34,Finance,139479,2004-04-05,7,No,Hybrid,Part-time
10306,Alice,31,Marketing,45576,2006-12-26,10,No,Remote,Part-time
10307,David,58,HR,33561,2018-10-22,1,No,Hybrid,Contract
10308,Emma,47,Sales,38633,2017-05-25,1,No,Office,Part-time
10309,Liam,38,HR,133597,2005-05-09,2,Yes,Office,Contract
10310,Alice,22,Finance,134382,2019-06-21,4,Yes,Office,Part-time
10311,Charlie,46,HR,114943,2017-05-09,6,No,Hybrid,Part-time
10312,Bob,55,Sales,82150,2008-11-29,4,No,Hybrid,Contract
10313,Olivia,60,IT,120396,2024-02-10,6,Yes,Remote,Contract
10314,Aiden,31,Engineering,117771,2014-04-04,2,No,Hybrid,Full-time
10315,Sophia,41,Sales,33300,2017-08-20,9,No,Remote,Full-time
10316,Aiden,28,HR,78019,2014-11-10,3,No,Hybrid,Contract
10317,Charlie,37,Finance,39041,2013-11-12,7,No,Hybrid,Full-time
10318,Mason,58,Marketing,183026,2024-03-16,1,No,Remote,Contract
10319,Mason,50,Marketing,153287,2017-01-24,8,No,Office,Contract
10320,Bob,33,Finance,199339,2009-09-18,4,No,Hybrid,Full-time
10321,Sophia,38,HR,81369,2018-02-26,5,Yes,Remote,Contract
10322,Liam,41,Engineering,179342,2006-12-17,7,No,Hybrid,Contract
10323,Bob,47,Finance,132519,2012-10-21,3,No,Hybrid,Full-time
10324,Aiden,40,HR,107031,2012-08-01,9,No,Hybrid,Part-time
10325,Bob,33,Sales,67837,2011-07-29,9,No,Hybrid,Part-time
10326,Aiden,42,Engineering,155526,2021-07-31,8,No,Hybrid,Contract
10327,Alice,63,IT,183703,2023-08-02,1,No,Remote,Full-time
10328,Mason,55,HR,70002,2005-08-17,2,No,Hybrid,Full-time
10329,Alice,28,Marketing,59816,2010-04-11,2,No,Remote,Part-time
10330,Olivia,56,Marketing,148357,2015-06-22,3,Yes,Remote,Contract
10331,Sophia,36,Engineering,196085,2007-12-21,2,No,Office,Part-time
10332,Liam,22,IT,157492,2006-11-21,1,No,Remote,Part-time
10333,Aiden,47,HR,78378,2016-04-27,5,Yes,Remote,Contract
10334,Liam,56,IT,101392,2013-04-22,6,No,Office,Contract
10335,Aiden,46,Sales,95333,2011-08-17,7,No,Hybrid,Contract
10336,Charlie,63,IT,174856,2022-09-12,10,No,Office,Contract
10337,Bob,36,Sales,161133,2008-07-02,7,No,Hybrid,Contract
10338,Olivia,43,Marketing,130125,2011-02-22,2,No,Hybrid,Contract
10339,Mason,27,Sales,76743,2010-02-04,7,No,Remote,Contract
10340,Aiden,36,HR,189458,2016-02-18,2,No,Hybrid,Full-time
10341,Liam,45,Engineering,141063,2017-12-03,2,No,Office,Full-time
10342,Olivia,42,Engineering,194981,2022-06-11,6,No,Office,Part-time
10343,David,28,HR,128619,2021-04-12,6,No,Hybrid,Part-time
10344,David,50,HR,169602,2008-04-04,8,No,Office,Full-time
10345,Alice,53,HR,168227,2016-01-06,5,Yes,Office,Full-time
10346,Mason,53,Finance,87345,2005-07-19,5,No,Remote,Contract
10347,Charlie,26,Sales,193883,2021-08-05,10,Yes,Remote,Part-time
10348,Liam,25,HR,33730,2019-03-06,1,No,Remote,Full-time
10349,Bob,43,Engineering,160680,2017-09-01,4,No,Hybrid,Contract
10350,Bob,39,IT,194144,2003-06-13,1,No,Remote,Full-time
10351,Liam,56,IT,87614,2018-02-11,10,Yes,Office,Part-time
10352,Sophia,38,Finance,140178,2021-03-07,5,No,Remote,Full-time
10353,Charlie,45,Sales,125577,2019-05-18,8,No,Office,Full-time
10354,Olivia,23,Sales,159456,2020-09-17,1,No,Remote,Part-time
10355,Aiden,34,Sales,177250,2012-06-16,3,No,Office,Full-time
10356,Sophia,36,Engineering,132517,2020-07-29,1,No,Remote,Part-time
10357,Aiden,26,Engineering,168703,2009-07-20,6,No,Remote,Contract
10358,Aiden,24,Finance,83088,2020-10-15,10,Yes,Remote,Contract
10359,Sophia,58,Sales,68859,2014-12-06,1,No,Remote,Full-time
10360,Alice,58,Sales,103213,2009-07-02,10,No,Office,Contract
10361,David,58,HR,145215,2020-02-02,3,No,Remote,Part-time
10362,Aiden,24,Sales,61831,2014-03-05,5,No,Hybrid,Part-time
10363,Sophia,56,Engineering,145659,2024-01-16,5,No,Remote,Full-time
10364,Sophia,44,HR,96995,2005-08-10,2,Yes,Remote,Contract
10365,Emma,49,HR,165247,2009-05-19,3,No,Hybrid,Part-time
10366,Alice,51,Sales,36262,2013-03-31,9,Yes,Office,Part-time
10367,Mason,39,IT,143557,2007-06-23,1,No,Hybrid,Full-time
10368,Emma,57,Marketing,140469,2017-01-15,1,No,Office,Contract
10369,Emma,54,Engineering,189959,2016-01-30,2,Yes,Hybrid,Part-time
10370,Liam,47,IT,151272,2020-08-24,8,No,Hybrid,Full-time
10371,David,61,Sales,165371,2010-11-13,6,No,Hybrid,Full-time
10372,Sophia,38,Sales,183780,2021-04-12,4,No,Office,Part-time
10373,David,61,IT,144758,2023-04-29,7,No,Remote,Part-time
10374,Charlie,28,Sales,79326,2017-01-27,6,No,Remote,Full-time
10375,Liam,29,Engineering,177861,2005-07-07,9,Yes,Hybrid,Contract
10376,Mason,52,HR,157088,2020-12-28,6,Yes,Office,Full-time
10377,David,33,Finance,102154,2003-06-17,2,No,Office,Contract
10378,Bob,52,Sales,150789,2015-12-07,3,No,Remote,Part-time
10379,Aiden,40,Sales,177507,2023-06-10,9,No,Office,Part-time
